RespondentID,Price,Brand,SolutionQuality,Difficulty,Design,Rating
1,20000,National,Basic,Hard,단색,4.56
1,20000,National,Basic,Hard,풀컬러,5.39
1,20000,National,Advanced,Easy,단색,4.48
1,20000,National,Advanced,Easy,풀컬러,5.73
1,20000,National,Advanced,Medium,단색,4.95
1,20000,National,Advanced,Medium,풀컬러,5.79
1,20000,National,Advanced,Hard,단색,5.6
1,20000,National,Advanced,Hard,풀컬러,5.67
1,22000,Local,Basic,Easy,단색,2.36
1,22000,Local,Basic,Easy,풀컬러,3.1
1,22000,Local,Basic,Medium,단색,2.44
1,22000,Local,Basic,Medium,풀컬러,3.44
1,22000,Local,Basic,Hard,단색,2.99
1,22000,Local,Basic,Hard,풀컬러,3.75
1,22000,Local,Advanced,Easy,단색,3.54
1,22000,Local,Advanced,Easy,풀컬러,4.07
1,22000,Local,Advanced,Medium,단색,3.82
1,22000,Local,Advanced,Medium,풀컬러,4.08
1,22000,Local,Advanced,Hard,단색,4.4
1,22000,Local,Advanced,Hard,풀컬러,4.55
1,22000,National,Basic,Easy,단색,3.66
1,22000,National,Basic,Easy,풀컬러,4.32
1,22000,National,Basic,Medium,단색,4.16
1,22000,National,Basic,Medium,풀컬러,4.67
1,22000,National,Basic,Hard,단색,4.43
1,22000,National,Basic,Hard,풀컬러,5.08
1,22000,National,Advanced,Easy,단색,4.59
1,22000,National,Advanced,Easy,풀컬러,5.09
1,22000,National,Advanced,Medium,단색,4.26
1,22000,National,Advanced,Medium,풀컬러,5.31
1,22000,National,Advanced,Hard,단색,5.17
1,22000,National,Advanced,Hard,풀컬러,5.7
1,24000,Local,Basic,Easy,단색,2.05
1,24000,Local,Basic,Easy,풀컬러,3.27
1,24000,Local,Basic,Medium,단색,2.64
1,24000,Local,Basic,Medium,풀컬러,3.06
1,24000,Local,Basic,Hard,단색,2.77
1,24000,Local,Basic,Hard,풀컬러,3.54
1,24000,Local,Advanced,Easy,단색,2.79
1,24000,Local,Advanced,Easy,풀컬러,4.03
1,24000,Local,Advanced,Medium,단색,3.4
1,24000,Local,Advanced,Medium,풀컬러,4.35
1,24000,Local,Advanced,Hard,단색,3.74
1,24000,Local,Advanced,Hard,풀컬러,3.81
1,24000,National,Basic,Easy,단색,3.52
1,24000,National,Basic,Easy,풀컬러,4.69
1,24000,National,Basic,Medium,단색,4.06
1,24000,National,Basic,Medium,풀컬러,4.79
1,24000,National,Basic,Hard,단색,5.26
1,24000,National,Basic,Hard,풀컬러,5.01
1,24000,National,Advanced,Easy,단색,4.85
1,24000,National,Advanced,Easy,풀컬러,5.52
1,24000,National,Advanced,Medium,단색,4.8
1,24000,National,Advanced,Medium,풀컬러,5.24
1,24000,National,Advanced,Hard,단색,5.03
1,24000,National,Advanced,Hard,풀컬러,5.31
1,26000,Local,Basic,Easy,단색,2.2
1,26000,Local,Basic,Easy,풀컬러,2.93
1,26000,Local,Basic,Medium,단색,2.39
1,26000,Local,Basic,Medium,풀컬러,3.87
1,26000,Local,Basic,Hard,단색,2.01
1,26000,Local,Basic,Hard,풀컬러,3.58
1,26000,Local,Advanced,Easy,단색,2.48
1,26000,Local,Advanced,Easy,풀컬러,3.63
1,26000,Local,Advanced,Medium,단색,3.4
1,26000,Local,Advanced,Medium,풀컬러,3.9
1,26000,Local,Advanced,Hard,단색,2.95
1,26000,Local,Advanced,Hard,풀컬러,3.86
1,26000,National,Basic,Easy,단색,3.9
1,26000,National,Basic,Easy,풀컬러,4.22
1,26000,National,Basic,Medium,단색,3.86
1,26000,National,Basic,Medium,풀컬러,4.55
1,26000,National,Basic,Hard,단색,3.8
1,26000,National,Basic,Hard,풀컬러,5.38
1,26000,National,Advanced,Easy,단색,4.58
1,26000,National,Advanced,Easy,풀컬러,4.53
1,26000,National,Advanced,Medium,단색,4.55
1,26000,National,Advanced,Medium,풀컬러,5.04
1,26000,National,Advanced,Hard,단색,4.95
1,26000,National,Advanced,Hard,풀컬러,5.2
1,28000,Local,Basic,Easy,단색,2.07
1,28000,Local,Basic,Easy,풀컬러,3.08
1,28000,Local,Basic,Medium,단색,2.47
1,28000,Local,Basic,Medium,풀컬러,2.67
1,28000,Local,Basic,Hard,단색,2.31
1,28000,Local,Basic,Hard,풀컬러,3.09
1,28000,Local,Advanced,Easy,단색,2.61
1,28000,Local,Advanced,Easy,풀컬러,4.16
1,28000,Local,Advanced,Medium,단색,3.03
1,28000,Local,Advanced,Medium,풀컬러,3.35
1,28000,Local,Advanced,Hard,단색,3.38
1,28000,Local,Advanced,Hard,풀컬러,4.57
1,28000,National,Basic,Easy,단색,3.89
1,28000,National,Basic,Easy,풀컬러,3.88
1,28000,National,Basic,Medium,단색,3.54
1,28000,National,Basic,Medium,풀컬러,4.82
1,28000,National,Basic,Hard,단색,3.67
1,28000,National,Basic,Hard,풀컬러,4.77
1,28000,National,Advanced,Easy,단색,4.51
1,28000,National,Advanced,Easy,풀컬러,4.76
1,28000,National,Advanced,Medium,단색,4.36
1,28000,National,Advanced,Medium,풀컬러,4.16
1,28000,National,Advanced,Hard,단색,4.27
1,28000,National,Advanced,Hard,풀컬러,5.26
2,8000,Local,Basic,Easy,단색,3.33
2,8000,Local,Basic,Easy,풀컬러,3.07
2,8000,Local,Basic,Medium,단색,2.8
2,8000,Local,Basic,Medium,풀컬러,3.64
2,8000,Local,Basic,Hard,단색,3.57
2,8000,Local,Basic,Hard,풀컬러,3.37
2,8000,Local,Advanced,Easy,단색,3.89
2,8000,Local,Advanced,Easy,풀컬러,4.2
2,8000,Local,Advanced,Medium,단색,3.34
2,8000,Local,Advanced,Medium,풀컬러,4.44
2,8000,Local,Advanced,Hard,단색,3.9
2,8000,Local,Advanced,Hard,풀컬러,4.32
2,8000,National,Basic,Easy,단색,3.85
2,8000,National,Basic,Easy,풀컬러,4.36
2,8000,National,Basic,Medium,단색,3.96
2,8000,National,Basic,Medium,풀컬러,4.77
2,8000,National,Basic,Hard,단색,4.6
2,8000,National,Basic,Hard,풀컬러,4.4
2,8000,National,Advanced,Easy,단색,5.17
2,8000,National,Advanced,Easy,풀컬러,4.59
2,8000,National,Advanced,Medium,단색,4.58
2,8000,National,Advanced,Medium,풀컬러,5.45
2,8000,National,Advanced,Hard,단색,4.91
2,8000,National,Advanced,Hard,풀컬러,5.29
2,10000,Local,Basic,Easy,단색,2.61
2,10000,Local,Basic,Easy,풀컬러,3.21
2,10000,Local,Basic,Medium,단색,2.6
2,10000,Local,Basic,Medium,풀컬러,3.71
2,10000,Local,Basic,Hard,단색,3.08
2,10000,Local,Basic,Hard,풀컬러,3.45
2,10000,Local,Advanced,Easy,단색,3.65
2,10000,Local,Advanced,Easy,풀컬러,4.15
2,10000,Local,Advanced,Medium,단색,3.72
2,10000,Local,Advanced,Medium,풀컬러,4.34
2,10000,Local,Advanced,Hard,단색,3.43
2,10000,Local,Advanced,Hard,풀컬러,4.19
2,10000,National,Basic,Easy,단색,3.94
2,10000,National,Basic,Easy,풀컬러,4.56
2,10000,National,Basic,Medium,단색,3.81
2,10000,National,Basic,Medium,풀컬러,4.51
2,10000,National,Basic,Hard,단색,4.4
2,10000,National,Basic,Hard,풀컬러,4.49
2,10000,National,Advanced,Easy,단색,4.58
2,10000,National,Advanced,Easy,풀컬러,5.01
2,10000,National,Advanced,Medium,단색,4.45
2,10000,National,Advanced,Medium,풀컬러,5.5
2,10000,National,Advanced,Hard,단색,4.96
2,10000,National,Advanced,Hard,풀컬러,5.62
2,12000,Local,Basic,Easy,단색,2.91
2,12000,Local,Basic,Easy,풀컬러,3.22
2,12000,Local,Basic,Medium,단색,2.82
2,12000,Local,Basic,Medium,풀컬러,3.22
2,12000,Local,Basic,Hard,단색,2.91
2,12000,Local,Basic,Hard,풀컬러,3.47
2,12000,Local,Advanced,Easy,단색,3.25
2,12000,Local,Advanced,Easy,풀컬러,4.09
2,12000,Local,Advanced,Medium,단색,3.07
2,12000,Local,Advanced,Medium,풀컬러,4.64
2,12000,Local,Advanced,Hard,단색,3.21
2,12000,Local,Advanced,Hard,풀컬러,3.85
2,12000,National,Basic,Easy,단색,3.95
2,12000,National,Basic,Easy,풀컬러,4.51
2,12000,National,Basic,Medium,단색,3.89
2,12000,National,Basic,Medium,풀컬러,4.56
2,12000,National,Basic,Hard,단색,3.9
2,12000,National,Basic,Hard,풀컬러,4.3
2,12000,National,Advanced,Easy,단색,4.33
2,12000,National,Advanced,Easy,풀컬러,4.77
2,12000,National,Advanced,Medium,단색,4.7
2,12000,National,Advanced,Medium,풀컬러,5.03
2,12000,National,Advanced,Hard,단색,4.36
2,12000,National,Advanced,Hard,풀컬러,5.17
2,14000,Local,Basic,Easy,단색,2.48
2,14000,Local,Basic,Easy,풀컬러,2.9
2,14000,Local,Basic,Medium,단색,2.21
2,14000,Local,Basic,Medium,풀컬러,3.24
2,14000,Local,Basic,Hard,단색,2.73
2,14000,Local,Basic,Hard,풀컬러,3.22
2,14000,Local,Advanced,Easy,단색,2.91
2,14000,Local,Advanced,Easy,풀컬러,3.84
2,14000,Local,Advanced,Medium,단색,2.72
2,14000,Local,Advanced,Medium,풀컬러,3.45
2,14000,Local,Advanced,Hard,단색,3.14
2,14000,Local,Advanced,Hard,풀컬러,4.0
2,14000,National,Basic,Easy,단색,3.59
2,14000,National,Basic,Easy,풀컬러,4.61
2,14000,National,Basic,Medium,단색,3.85
2,14000,National,Basic,Medium,풀컬러,4.22
2,14000,National,Basic,Hard,단색,3.79
2,14000,National,Basic,Hard,풀컬러,4.17
2,14000,National,Advanced,Easy,단색,4.19
2,14000,National,Advanced,Easy,풀컬러,4.78
2,14000,National,Advanced,Medium,단색,4.39
2,14000,National,Advanced,Medium,풀컬러,4.72
2,14000,National,Advanced,Hard,단색,4.65
2,14000,National,Advanced,Hard,풀컬러,5.63
2,16000,Local,Basic,Easy,단색,2.16
2,16000,Local,Basic,Easy,풀컬러,3.04
2,16000,Local,Basic,Medium,단색,2.5
2,16000,Local,Basic,Medium,풀컬러,2.9
2,16000,Local,Basic,Hard,단색,2.56
2,16000,Local,Basic,Hard,풀컬러,3.23
2,16000,Local,Advanced,Easy,단색,2.93
2,16000,Local,Advanced,Easy,풀컬러,3.39
2,16000,Local,Advanced,Medium,단색,3.0
2,16000,Local,Advanced,Medium,풀컬러,3.87
2,16000,Local,Advanced,Hard,단색,3.63
2,16000,Local,Advanced,Hard,풀컬러,4.21
2,16000,National,Basic,Easy,단색,4.03
2,16000,National,Basic,Easy,풀컬러,3.84
2,16000,National,Basic,Medium,단색,3.74
2,16000,National,Basic,Medium,풀컬러,4.22
2,16000,National,Basic,Hard,단색,4.34
2,16000,National,Basic,Hard,풀컬러,4.13
2,16000,National,Advanced,Easy,단색,3.83
2,16000,National,Advanced,Easy,풀컬러,4.59
2,16000,National,Advanced,Medium,단색,3.54
2,16000,National,Advanced,Medium,풀컬러,4.71
2,16000,National,Advanced,Hard,단색,4.15
2,16000,National,Advanced,Hard,풀컬러,5.11
2,18000,Local,Basic,Easy,단색,2.14
2,18000,Local,Basic,Easy,풀컬러,3.34
2,18000,Local,Basic,Medium,단색,2.42
2,18000,Local,Basic,Medium,풀컬러,2.71
2,18000,Local,Basic,Hard,단색,2.07
2,18000,Local,Basic,Hard,풀컬러,3.23
2,18000,Local,Advanced,Easy,단색,2.34
2,18000,Local,Advanced,Easy,풀컬러,4.03
2,18000,Local,Advanced,Medium,단색,3.19
2,18000,Local,Advanced,Medium,풀컬러,3.44
2,18000,Local,Advanced,Hard,단색,2.52
2,18000,Local,Advanced,Hard,풀컬러,4.19
2,18000,National,Basic,Easy,단색,3.23
2,18000,National,Basic,Easy,풀컬러,4.34
2,18000,National,Basic,Medium,단색,2.89
2,18000,National,Basic,Medium,풀컬러,3.89
2,18000,National,Basic,Hard,단색,3.57
2,18000,National,Basic,Hard,풀컬러,4.28
2,18000,National,Advanced,Easy,단색,3.83
2,18000,National,Advanced,Easy,풀컬러,4.86
2,18000,National,Advanced,Medium,단색,3.75
2,18000,National,Advanced,Medium,풀컬러,4.73
2,18000,National,Advanced,Hard,단색,4.3
2,18000,National,Advanced,Hard,풀컬러,5.12
2,20000,Local,Basic,Easy,단색,2.09
2,20000,Local,Basic,Easy,풀컬러,2.3
2,20000,Local,Basic,Medium,단색,1.52
2,20000,Local,Basic,Medium,풀컬러,3.12
2,20000,Local,Basic,Hard,단색,2.28
2,20000,Local,Basic,Hard,풀컬러,2.71
2,20000,Local,Advanced,Easy,단색,3.04
2,20000,Local,Advanced,Easy,풀컬러,3.37
2,20000,Local,Advanced,Medium,단색,3.03
2,20000,Local,Advanced,Medium,풀컬러,3.46
2,20000,Local,Advanced,Hard,단색,3.49
2,20000,Local,Advanced,Hard,풀컬러,4.16
2,20000,National,Basic,Easy,단색,3.08
2,20000,National,Basic,Easy,풀컬러,4.16
2,20000,National,Basic,Medium,단색,3.45
2,20000,National,Basic,Medium,풀컬러,4.38
2,20000,National,Basic,Hard,단색,3.17
2,20000,National,Basic,Hard,풀컬러,4.37
2,20000,National,Advanced,Easy,단색,4.17
2,20000,National,Advanced,Easy,풀컬러,4.04
2,20000,National,Advanced,Medium,단색,3.6
2,20000,National,Advanced,Medium,풀컬러,4.06
2,20000,National,Advanced,Hard,단색,4.08
2,20000,National,Advanced,Hard,풀컬러,5.08
2,22000,Local,Basic,Easy,단색,2.17
2,22000,Local,Basic,Easy,풀컬러,2.51
2,22000,Local,Basic,Medium,단색,2.3
2,22000,Local,Basic,Medium,풀컬러,2.18
2,22000,Local,Basic,Hard,단색,1.51
2,22000,Local,Basic,Hard,풀컬러,2.78
2,22000,Local,Advanced,Easy,단색,2.53
2,22000,Local,Advanced,Easy,풀컬러,3.18
2,22000,Local,Advanced,Medium,단색,1.9
2,22000,Local,Advanced,Medium,풀컬러,3.27
2,22000,Local,Advanced,Hard,단색,2.32
2,22000,Local,Advanced,Hard,풀컬러,3.69
2,22000,National,Basic,Easy,단색,3.15
2,22000,National,Basic,Easy,풀컬러,3.49
2,22000,National,Basic,Medium,단색,2.99
2,22000,National,Basic,Medium,풀컬러,3.55
2,22000,National,Basic,Hard,단색,3.33
2,22000,National,Basic,Hard,풀컬러,4.35
2,22000,National,Advanced,Easy,단색,3.45
2,22000,National,Advanced,Easy,풀컬러,4.62
2,22000,National,Advanced,Medium,단색,3.69
2,22000,National,Advanced,Medium,풀컬러,4.33
2,22000,National,Advanced,Hard,단색,4.01
2,22000,National,Advanced,Hard,풀컬러,4.46
2,24000,Local,Basic,Easy,단색,1.39
2,24000,Local,Basic,Easy,풀컬러,1.99
2,24000,Local,Basic,Medium,단색,2.25
2,24000,Local,Basic,Medium,풀컬러,2.46
2,24000,Local,Basic,Hard,단색,1.65
2,24000,Local,Basic,Hard,풀컬러,2.71
2,24000,Local,Advanced,Easy,단색,2.22
2,24000,Local,Advanced,Easy,풀컬러,2.98
2,24000,Local,Advanced,Medium,단색,2.54
2,24000,Local,Advanced,Medium,풀컬러,3.38
2,24000,Local,Advanced,Hard,단색,2.4
2,24000,Local,Advanced,Hard,풀컬러,3.18
2,24000,National,Basic,Easy,단색,2.85
2,24000,National,Basic,Easy,풀컬러,2.98
2,24000,National,Basic,Medium,단색,2.58
2,24000,National,Basic,Medium,풀컬러,4.18
2,24000,National,Basic,Hard,단색,3.73
2,24000,National,Basic,Hard,풀컬러,3.89
2,24000,National,Advanced,Easy,단색,3.81
2,24000,National,Advanced,Easy,풀컬러,4.46
2,24000,National,Advanced,Medium,단색,4.66
2,24000,National,Advanced,Medium,풀컬러,4.8
2,24000,National,Advanced,Hard,단색,3.89
2,24000,National,Advanced,Hard,풀컬러,4.38
2,26000,Local,Basic,Easy,단색,1.0
2,26000,Local,Basic,Easy,풀컬러,2.27
2,26000,Local,Basic,Medium,단색,1.27
2,26000,Local,Basic,Medium,풀컬러,1.88
2,26000,Local,Basic,Hard,단색,1.5
2,26000,Local,Basic,Hard,풀컬러,2.18
2,26000,Local,Advanced,Easy,단색,2.6
2,26000,Local,Advanced,Easy,풀컬러,3.17
2,26000,Local,Advanced,Medium,단색,2.19
2,26000,Local,Advanced,Medium,풀컬러,3.45
2,26000,Local,Advanced,Hard,단색,2.42
2,26000,Local,Advanced,Hard,풀컬러,2.95
2,26000,National,Basic,Easy,단색,3.28
2,26000,National,Basic,Easy,풀컬러,3.73
2,26000,National,Basic,Medium,단색,2.61
2,26000,National,Basic,Medium,풀컬러,3.61
2,26000,National,Basic,Hard,단색,2.86
2,26000,National,Basic,Hard,풀컬러,3.45
2,26000,National,Advanced,Easy,단색,3.8
2,26000,National,Advanced,Easy,풀컬러,4.84
2,26000,National,Advanced,Medium,단색,3.2
2,26000,National,Advanced,Medium,풀컬러,4.53
2,26000,National,Advanced,Hard,단색,3.62
2,26000,National,Advanced,Hard,풀컬러,4.42
2,28000,Local,Basic,Easy,단색,1.06
2,28000,Local,Basic,Easy,풀컬러,1.8
2,28000,Local,Basic,Medium,단색,1.35
2,28000,Local,Basic,Medium,풀컬러,1.91
2,28000,Local,Basic,Hard,단색,1.62
2,28000,Local,Basic,Hard,풀컬러,2.35
2,28000,Local,Advanced,Easy,단색,1.86
2,28000,Local,Advanced,Easy,풀컬러,2.49
2,28000,Local,Advanced,Medium,단색,1.86
2,28000,Local,Advanced,Medium,풀컬러,3.09
2,28000,Local,Advanced,Hard,단색,2.39
2,28000,Local,Advanced,Hard,풀컬러,2.77
2,28000,National,Basic,Easy,단색,2.74
2,28000,National,Basic,Easy,풀컬러,3.69
2,28000,National,Basic,Medium,단색,2.31
2,28000,National,Basic,Medium,풀컬러,3.73
2,28000,National,Basic,Hard,단색,2.81
2,28000,National,Basic,Hard,풀컬러,3.94
2,28000,National,Advanced,Easy,단색,3.18
2,28000,National,Advanced,Easy,풀컬러,3.62
2,28000,National,Advanced,Medium,단색,3.02
2,28000,National,Advanced,Medium,풀컬러,4.28
2,28000,National,Advanced,Hard,단색,3.79
2,28000,National,Advanced,Hard,풀컬러,4.19
3,8000,Local,Basic,Easy,단색,3.28
3,8000,Local,Basic,Easy,풀컬러,4.42
3,8000,Local,Basic,Medium,단색,3.52
3,8000,Local,Basic,Medium,풀컬러,4.35
3,8000,Local,Basic,Hard,단색,4.09
3,8000,Local,Basic,Hard,풀컬러,4.49
3,8000,Local,Advanced,Easy,단색,4.36
3,8000,Local,Advanced,Easy,풀컬러,5.45
3,8000,Local,Advanced,Medium,단색,4.41
3,8000,Local,Advanced,Medium,풀컬러,5.49
3,8000,Local,Advanced,Hard,단색,4.44
3,8000,Local,Advanced,Hard,풀컬러,5.6
3,8000,National,Basic,Easy,단색,5.2
3,8000,National,Basic,Easy,풀컬러,4.67
3,8000,National,Basic,Medium,단색,4.63
3,8000,National,Basic,Medium,풀컬러,5.69
3,8000,National,Basic,Hard,단색,5.01
3,8000,National,Basic,Hard,풀컬러,5.83
3,8000,National,Advanced,Easy,단색,5.29
3,8000,National,Advanced,Easy,풀컬러,6.14
3,8000,National,Advanced,Medium,단색,5.52
3,8000,National,Advanced,Medium,풀컬러,6.57
3,8000,National,Advanced,Hard,단색,5.85
3,8000,National,Advanced,Hard,풀컬러,6.52
3,10000,Local,Basic,Easy,단색,3.5
3,10000,Local,Basic,Easy,풀컬러,4.15
3,10000,Local,Basic,Medium,단색,3.59
3,10000,Local,Basic,Medium,풀컬러,4.52
3,10000,Local,Basic,Hard,단색,3.79
3,10000,Local,Basic,Hard,풀컬러,4.69
3,10000,Local,Advanced,Easy,단색,4.94
3,10000,Local,Advanced,Easy,풀컬러,5.26
3,10000,Local,Advanced,Medium,단색,4.32
3,10000,Local,Advanced,Medium,풀컬러,5.46
3,10000,Local,Advanced,Hard,단색,4.5
3,10000,Local,Advanced,Hard,풀컬러,4.69
3,10000,National,Basic,Easy,단색,4.36
3,10000,National,Basic,Easy,풀컬러,4.75
3,10000,National,Basic,Medium,단색,4.65
3,10000,National,Basic,Medium,풀컬러,5.42
